method,cnn,reduction,classifier,features,Components,acc,f1,roc
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F100,79.4118,79.8263,79.4118
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F150,78.2773,79.4737,77.7381
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F200,79.4118,81.0811,79.1667
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F250,81.1765,82.0884,81.3294
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F300,79.4118,81.0256,79.4118
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F350,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F400,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F450,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F500,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F550,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F600,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F700,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F800,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F900,nan,nan,nan
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,F1000,nan,nan,nan
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F2,78.2773,81.0168,78.5606
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F10,80.8824,80.5704,81.4543
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F20,83.8235,83.4821,84.3452
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F30,85.2941,86.0140,86.7962
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F40,81.1765,81.6506,80.8824
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F50,80.8824,81.8182,82.3390
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F75,82.3529,82.7302,82.6050
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F100,76.8067,78.2828,78.6345
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F150,76.4706,77.9133,76.6564
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F200,76.4706,74.9019,76.5505
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F250,76.4706,76.2097,76.5505
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F300,77.9412,78.1746,78.3516
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F350,75.0000,73.0403,75.3406
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F400,73.5294,75.0000,73.2896
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F450,73.5294,73.5087,74.1189
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F500,71.0504,72.0780,72.1222
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F550,70.5882,67.7083,71.7488
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F600,71.0084,68.6275,71.0580
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F700,71.0084,66.6667,71.7488
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F800,69.1176,69.8588,67.7927
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F900,69.1176,70.1352,68.9463
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,F1000,67.6471,70.1831,67.7004
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F2,76.4706,78.9474,76.2562
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F10,79.4118,82.2884,78.5762
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F20,78.2773,79.0244,80.5862
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F30,79.7059,80.4993,80.1044
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F40,78.2773,81.0256,78.7213
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F50,76.8067,78.4184,77.3818
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F75,78.2773,79.0866,77.3647
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F100,79.4118,82.0040,79.4118
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F150,79.4118,77.9954,79.6364
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F200,82.3529,82.2021,82.3529
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F250,79.4118,79.7353,77.6436
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F300,80.8824,82.7586,80.4126
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F350,83.8235,83.8683,84.1401
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F400,76.4706,77.5000,77.7652
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F450,81.1765,80.2009,81.1458
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F500,79.4118,80.5405,79.3403
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F550,80.8824,82.8427,81.5550
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F600,79.7059,80.5405,79.7369
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F700,77.1429,79.0244,78.3268
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F800,80.8824,80.8149,80.8824
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F900,79.4118,78.7097,80.1918
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,F1000,82.3529,81.6506,82.0249
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F2,73.9076,76.9231,75.3362
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F10,85.2941,86.4469,85.5702
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F20,86.7647,86.6071,86.5707
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F30,88.2353,86.9748,87.8019
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F40,88.2353,88.2353,88.3885
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F50,91.1765,89.8990,91.2480
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F75,91.1765,91.4005,91.2900
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F100,91.1765,89.8990,91.4216
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F150,91.1765,90.9091,91.4216
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F200,91.1765,91.6084,90.4762
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F250,89.7059,90.6927,89.9510
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F300,91.1764,91.3920,91.3398
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F350,91.1765,91.1688,91.4216
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F400,91.1764,91.3920,91.3398
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F450,91.1764,91.3920,91.3398
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F500,89.8320,89.6826,90.8568
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F550,91.3025,90.6927,92.3274
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F600,89.7059,88.6305,89.9510
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F700,89.7059,88.6305,89.8591
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F800,89.8320,88.6305,91.0100
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F900,89.7059,88.6305,89.8591
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,F1000,89.7059,88.6305,89.8591
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F2,75.0000,79.0244,72.2448
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F10,85.2941,85.1788,85.0082
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F20,85.5042,86.4469,87.2122
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F30,88.2353,89.1176,88.0462
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F40,86.9748,86.5419,87.5105
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F50,88.2353,89.1813,88.1527
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F75,85.5042,87.4293,86.6822
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F100,88.2353,88.5621,87.5959
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F150,88.2353,88.8889,88.6048
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F200,91.1765,90.6927,91.1765
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F250,89.7059,89.6826,90.0958
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F300,92.6471,92.6655,92.8329
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F350,92.7731,92.6655,93.0303
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F400,92.7731,92.6655,93.0303
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F450,91.3025,92.6655,91.8939
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F500,94.1176,93.5704,94.0763
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F550,91.4286,92.2260,92.9891
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F600,91.4286,91.6603,92.9891
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F700,92.7731,92.5134,93.7980
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F800,91.4286,92.0558,93.3300
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F900,91.4286,92.2260,92.9891
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,F1000,92.7731,92.7731,93.5195
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F2,78.2773,81.0168,78.5606
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F10,85.2941,85.7143,85.2941
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F20,86.9748,86.7596,86.8402
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F30,88.2353,88.2353,88.2353
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F40,85.2941,86.4469,85.1290
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F50,91.1765,90.3904,90.4911
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F75,89.7059,90.1914,89.7438
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F100,88.2353,88.8889,88.0208
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F150,88.2353,89.1813,86.9996
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F200,86.7647,86.9748,86.7647
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F250,85.7143,87.0432,87.7851
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F300,89.8740,89.6960,90.8370
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F350,85.7143,85.6061,87.3684
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F400,85.2941,85.6675,85.5290
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F450,88.2353,89.4445,87.7814
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F500,85.5042,85.3571,84.7565
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F550,85.2941,86.1004,83.2364
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F600,85.2941,87.1457,85.1817
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F700,86.7647,88.0201,84.6312
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F800,85.2941,85.7143,84.0420
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F900,86.7647,87.2433,86.2077
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,F1000,86.7647,86.1004,86.2077
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F2,73.5294,77.4860,73.4313
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F10,84.0756,85.3571,84.3137
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F20,85.5042,86.0898,87.4018
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F30,86.7647,86.4469,86.4861
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F40,88.2353,88.5621,87.7814
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F50,88.4033,87.3609,89.2962
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F75,88.2353,88.2353,88.2353
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F100,86.9748,86.5419,87.5105
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F150,88.2353,88.8889,88.6252
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F200,88.4033,88.8889,89.0909
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F250,89.7059,89.6826,90.0958
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F300,92.7731,92.6655,93.0303
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F350,91.3025,92.6655,91.8939
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F400,91.3025,92.6655,91.8939
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F450,92.7731,92.6655,93.9772
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F500,94.1176,93.5704,94.7860
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F550,92.7731,93.5704,93.7567
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F600,91.4286,92.8531,93.3300
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F700,91.4286,92.8531,93.3300
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F800,94.1176,93.2165,94.4272
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F900,92.7731,92.7731,93.7980
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,F1000,92.7731,92.7731,93.7980
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F2,76.4706,78.9474,76.2562
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F10,79.7059,80.7407,79.7936
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F20,88.2353,88.2353,88.1527
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F30,89.7059,88.1945,89.2962
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F40,91.1764,91.3920,91.1352
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F50,88.2353,87.6525,88.3885
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F75,91.1765,90.5983,89.9938
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F100,91.1765,91.1688,91.0744
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F150,91.1765,91.1688,91.2480
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F200,91.1765,91.1688,91.2404
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F250,91.3025,91.1688,91.2480
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F300,91.1765,89.8990,90.2311
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F350,91.3025,92.2260,92.3989
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F400,91.1765,89.8990,90.2311
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F450,91.3025,91.6603,91.0744
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F500,91.3025,91.1688,91.4931
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F550,89.8320,89.6826,91.0100
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F600,91.1765,90.6927,91.2480
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F700,88.4033,88.5621,88.9137
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F800,91.4286,91.6730,92.5725
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F900,92.7731,92.6655,92.6773
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,F1000,92.6471,92.6655,91.6915
MobileNet+ResNet50_n_feat_ReliefF_Adaboost,MobileNet+ResNet50_n_feat,ReliefF,Adaboost,150528.0,F2,78.2773,78.9377,77.4019
MobileNet+ResNet50_n_feat_ReliefF_Adaboost,MobileNet+ResNet50_n_feat,ReliefF,Adaboost,150528.0,F10,84.0756,85.7143,83.6490
MobileNet+ResNet50_n_feat_ReliefF_Adaboost,MobileNet+ResNet50_n_feat,ReliefF,Adaboost,150528.0,F20,85.2941,84.2432,85.6012
MobileNet+ResNet50_n_feat_ReliefF_Adaboost,MobileNet+ResNet50_n_feat,ReliefF,Adaboost,150528.0,F30,85.2941,85.7143,85.2941
MobileNet+ResNet50_n_feat_ReliefF_Adaboost,MobileNet+ResNet50_n_feat,ReliefF,Adaboost,150528.0,F40,85.2941,86.1004,85.2195
MobileNet+ResNet50_n_feat_ReliefF_Adaboost,MobileNet+ResNet50_n_feat,ReliefF,Adaboost,150528.0,F50,86.7647,87.3609,86.8165
MobileNet+ResNet50_n_feat_ReliefF_Adaboost,MobileNet+ResNet50_n_feat,ReliefF,Adaboost,150528.0,F75,91.1765,90.9091,91.2900
MobileNet+ResNet50_n_feat_ReliefF_Adaboost,MobileNet+ResNet50_n_feat,ReliefF,Adaboost,150528.0,F100,89.7059,91.1841,89.8194
MobileNet+ResNet50_n_feat_ReliefF_Adaboost,MobileNet+ResNet50_n_feat,ReliefF,Adaboost,150528.0,F150,88.2353,89.4445,89.5517
