method,cnn,reduction,classifier,features,Components,acc,f1,roc
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F10,73.9076,72.6267,75.0353
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F20,75.0000,74.2947,75.4002
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F30,71.0084,72.7396,71.5441
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F40,70.5882,72.2780,71.1805
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F50,67.6471,67.6191,67.9463
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F75,59.3697,61.2903,58.5145
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F100,58.8235,53.2609,58.8235
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F150,57.3529,66.6667,55.4037
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F200,52.9412,65.3333,51.8178
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F250,54.4118,56.4539,52.3040
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F300,53.6135,65.9864,57.0063
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F350,nan,nan,nan
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F400,nan,nan,nan
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F450,nan,nan,nan
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F500,nan,nan,nan
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F550,nan,nan,nan
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F600,nan,nan,nan
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F700,nan,nan,nan
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F800,nan,nan,nan
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F900,nan,nan,nan
Xception_UMAP_MLP,Xception,UMAP,MLP,204800.0,F1000,nan,nan,nan
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F2,62.3109,62.1978,62.5695
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F10,70.5882,69.6691,71.0836
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F20,75.0000,74.8252,74.6218
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F30,73.9076,72.4748,74.6528
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F40,77.9412,76.2097,77.9412
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F50,73.9076,70.7387,74.6844
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F75,76.4706,72.3637,76.0863
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F100,76.4706,76.3889,76.4298
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F150,72.4790,72.4748,72.8125
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F200,72.0588,70.7780,71.3798
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F250,73.5294,71.8475,73.2242
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F300,75.3782,75.2525,75.3571
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F350,nan,nan,nan
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F400,nan,nan,nan
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F450,nan,nan,nan
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F500,nan,nan,nan
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F550,nan,nan,nan
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F600,nan,nan,nan
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F700,nan,nan,nan
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F800,nan,nan,nan
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F900,nan,nan,nan
Xception_UMAP_Logistic,Xception,UMAP,Logistic,204800.0,F1000,nan,nan,nan
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F2,76.8067,76.9231,76.6256
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F10,82.8571,84.0408,83.7847
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F20,79.4118,78.8889,79.4629
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F30,82.6050,83.6021,83.8235
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F40,79.7059,82.5757,80.6781
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F50,80.8824,81.9198,81.2973
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F75,82.3529,81.4512,82.1487
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F100,82.3529,83.6021,82.1487
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F150,79.7059,81.7170,79.7570
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F200,82.3529,83.3148,80.9722
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F250,82.3529,82.3529,82.3529
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F300,82.3529,82.6837,82.3529
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F350,nan,nan,nan
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F400,nan,nan,nan
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F450,nan,nan,nan
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F500,nan,nan,nan
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F550,nan,nan,nan
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F600,nan,nan,nan
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F700,nan,nan,nan
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F800,nan,nan,nan
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F900,nan,nan,nan
Xception_UMAP_RandomForest,Xception,UMAP,RandomForest,204800.0,F1000,nan,nan,nan
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F2,70.5882,69.4991,70.9475
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F10,77.9412,79.2857,78.7210
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F20,77.9412,77.9954,77.5640
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F30,75.3782,73.6111,74.3495
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F40,82.3529,82.8431,82.2917
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F50,80.8824,79.2857,80.6781
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F75,73.5294,74.6429,73.7438
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F100,79.4118,80.5405,78.2773
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F150,82.6050,81.2500,82.8431
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F200,82.3529,80.9524,82.3529
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F250,79.4118,79.3939,78.2773
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F300,79.7479,78.2353,80.4881
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F350,nan,nan,nan
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F400,nan,nan,nan
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F450,nan,nan,nan
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F500,nan,nan,nan
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F550,nan,nan,nan
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F600,nan,nan,nan
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F700,nan,nan,nan
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F800,nan,nan,nan
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F900,nan,nan,nan
Xception_UMAP_Adaboost,Xception,UMAP,Adaboost,204800.0,F1000,nan,nan,nan
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F2,67.6471,66.6667,68.1506
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F10,72.4790,68.8172,73.9930
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F20,75.3362,72.7273,76.7678
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F30,77.9412,78.4184,78.0007
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F40,79.4118,76.5368,78.5020
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F50,76.4706,75.0000,76.0924
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F75,73.9076,72.3260,73.9930
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F100,73.5294,71.8475,74.3056
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F150,79.4118,77.1713,79.4427
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F200,76.4706,74.1667,76.0924
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F250,76.4706,75.0000,77.5568
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F300,75.0000,74.6429,75.3063
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F350,nan,nan,nan
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F400,nan,nan,nan
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F450,nan,nan,nan
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F500,nan,nan,nan
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F550,nan,nan,nan
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F600,nan,nan,nan
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F700,nan,nan,nan
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F800,nan,nan,nan
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F900,nan,nan,nan
Xception_UMAP_Gaussian,Xception,UMAP,Gaussian,204800.0,F1000,nan,nan,nan
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F2,68.1093,73.1707,67.0833
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F10,82.3529,81.6667,82.5744
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F20,79.7059,78.4616,78.5093
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F30,78.2773,75.8621,78.0393
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F40,79.4118,79.3939,78.8131
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F50,81.1765,81.1765,81.1003
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F75,77.1429,76.0606,77.5469
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F100,81.1765,79.2857,80.4762
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F150,79.4118,75.8621,78.6184
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F200,78.2353,76.5108,78.4688
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F250,79.4118,76.8200,79.3487
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F300,76.8067,75.2724,76.5687
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F350,nan,nan,nan
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F400,nan,nan,nan
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F450,nan,nan,nan
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F500,nan,nan,nan
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F550,nan,nan,nan
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F600,nan,nan,nan
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F700,nan,nan,nan
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F800,nan,nan,nan
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F900,nan,nan,nan
Xception_ReliefF_PCC,Xception,ReliefF,PCC,204800.0,F1000,nan,nan,nan
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F2,61.7647,70.4392,62.5490
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F10,70.5882,73.2057,69.3292
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F20,69.5378,70.5129,70.4925
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F30,66.6386,66.6667,66.9363
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F40,73.9076,74.6429,74.4318
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F50,73.9076,74.2857,73.8481
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F75,73.9076,77.0979,74.6830
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F100,72.0588,72.3809,72.0588
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F150,71.0084,69.8588,71.1275
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F200,67.6471,71.0326,68.5359
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F250,73.9076,71.8475,75.3063
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F300,75.0000,77.6302,75.3730
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F350,nan,nan,nan
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F400,nan,nan,nan
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F450,nan,nan,nan
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F500,nan,nan,nan
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F550,nan,nan,nan
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F600,nan,nan,nan
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F700,nan,nan,nan
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F800,nan,nan,nan
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F900,nan,nan,nan
Xception_ReliefF_J48,Xception,ReliefF,J48,204800.0,F1000,nan,nan,nan
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F2,69.1176,74.7093,68.4538
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F10,76.4706,77.9310,78.4091
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F20,78.2353,82.2134,78.1806
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F30,82.6050,84.6465,82.4265
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F40,82.3529,82.5757,83.3193
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F50,82.6471,83.7662,84.5342
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F75,82.3529,86.0389,83.5678
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F100,81.1765,84.7176,82.3913
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F150,82.3529,82.6398,82.3529
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F200,82.3529,82.6398,82.3529
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F250,82.3529,82.6398,82.3529
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F300,82.3529,82.6398,82.3529
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F350,nan,nan,nan
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F400,nan,nan,nan
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F450,nan,nan,nan
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F500,nan,nan,nan
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F550,nan,nan,nan
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F600,nan,nan,nan
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F700,nan,nan,nan
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F800,nan,nan,nan
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F900,nan,nan,nan
Xception_ReliefF_RBF,Xception,ReliefF,RBF,204800.0,F1000,nan,nan,nan
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F2,63.7815,74.6924,61.7754
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F10,73.5294,79.1304,70.2941
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F20,76.4706,79.0571,74.9019
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F30,77.1429,82.6087,79.8913
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F40,79.7059,82.5757,79.7479
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F50,79.4118,82.2021,80.8824
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F75,82.3529,84.0336,81.5336
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F100,82.3529,84.7176,82.4808
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F150,82.3529,85.7143,82.4808
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F200,82.3529,83.7719,83.2598
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F250,82.3529,83.5271,83.2598
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F300,82.6050,83.9657,84.4746
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F350,nan,nan,nan
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F400,nan,nan,nan
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F450,nan,nan,nan
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F500,nan,nan,nan
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F550,nan,nan,nan
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F600,nan,nan,nan
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F700,nan,nan,nan
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F800,nan,nan,nan
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F900,nan,nan,nan
Xception_ReliefF_LinearSVM,Xception,ReliefF,LinearSVM,204800.0,F1000,nan,nan,nan
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F2,67.6471,74.4186,66.9832
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F10,75.3782,78.1101,74.2708
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F20,80.8824,81.6667,80.6781
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F30,79.4118,82.5814,79.1175
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F40,81.1765,83.5686,81.8650
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F50,81.1345,81.4634,81.4682
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F75,85.2941,84.3597,85.2941
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F100,79.7059,82.4890,82.0972
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F150,82.3529,81.8015,81.5336
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F200,82.3529,82.8460,82.2291
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F250,76.4706,76.6166,74.8559
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F300,75.3782,77.3504,77.4563
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F350,nan,nan,nan
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F400,nan,nan,nan
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F450,nan,nan,nan
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F500,nan,nan,nan
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F550,nan,nan,nan
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F600,nan,nan,nan
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F700,nan,nan,nan
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F800,nan,nan,nan
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F900,nan,nan,nan
Xception_ReliefF_MLP,Xception,ReliefF,MLP,204800.0,F1000,nan,nan,nan
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F2,67.6471,73.5418,67.8787
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F10,76.4706,77.3658,74.4853
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F20,79.4118,82.2222,80.0138
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F30,83.8235,85.7143,85.0384
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F40,83.8235,84.7926,85.0384
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F50,83.8235,84.9243,85.0384
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F75,82.6050,83.3238,83.8235
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F100,82.6050,82.6398,83.8235
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F150,79.4118,78.2828,78.8725
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F200,84.0756,83.8877,84.7899
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F250,80.0000,81.8605,82.8080
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F300,82.3529,83.6007,83.5678
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F350,nan,nan,nan
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F400,nan,nan,nan
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F450,nan,nan,nan
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F500,nan,nan,nan
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F550,nan,nan,nan
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F600,nan,nan,nan
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F700,nan,nan,nan
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F800,nan,nan,nan
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F900,nan,nan,nan
Xception_ReliefF_Logistic,Xception,ReliefF,Logistic,204800.0,F1000,nan,nan,nan
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F2,67.6471,72.0930,67.3263
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F10,76.4706,76.0731,76.5505
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F20,81.1345,83.1300,80.9559
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F30,82.3529,82.3529,82.3529
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F40,82.3529,81.1765,82.3529
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F50,85.2941,85.7143,85.2941
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F75,85.2941,84.8485,83.8095
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F100,84.0756,84.7926,83.8095
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F150,82.3529,80.6250,81.8782
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F200,81.1765,79.6494,81.0589
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F250,82.3529,84.0909,82.7836
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F300,81.1765,81.6506,82.0238
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F350,nan,nan,nan
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F400,nan,nan,nan
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F450,nan,nan,nan
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F500,nan,nan,nan
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F550,nan,nan,nan
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F600,nan,nan,nan
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F700,nan,nan,nan
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F800,nan,nan,nan
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F900,nan,nan,nan
Xception_ReliefF_RandomForest,Xception,ReliefF,RandomForest,204800.0,F1000,nan,nan,nan
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F2,67.1428,72.0780,67.5000
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F10,73.5294,75.0000,73.9899
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F20,82.3529,81.2500,80.7081
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F30,78.2353,79.1859,78.2353
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F40,80.8824,81.1765,80.6651
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F50,79.4118,79.3939,79.3487
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F75,79.7059,82.0040,81.4015
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F100,79.4118,78.8676,79.4118
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F150,82.3529,81.8015,82.3529
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F200,82.6050,80.6250,82.4265
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F250,82.6050,81.2500,83.6584
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F300,79.4118,80.4762,79.6680
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F350,nan,nan,nan
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F400,nan,nan,nan
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F450,nan,nan,nan
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F500,nan,nan,nan
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F550,nan,nan,nan
Xception_ReliefF_Adaboost,Xception,ReliefF,Adaboost,204800.0,F600,nan,nan,nan
