method,cnn,reduction,classifier,features,F002,F010,F020,F030,F040,F050,F075,F100,F150,F200,F250,F300,Full,Mean,Sd,MedianQ2,Q1_25%,Q3_75%,Max,Min 
ResNet50_ReliefF_LinearSVM,ResNet50,ReliefF,LinearSVM,100352.0,71.0504,82.6050,86.9748,86.7647,88.2353,86.9748,85.5042,86.9748,88.2353,86.7647,85.2941,85.5042,93.5798,85.2290,6.6241,85.2941,82.3529,88.2353,100.0000,57.1429
ResNet50_ReliefF_MLP,ResNet50,ReliefF,MLP,100352.0,78.2773,82.3529,83.8235,85.2941,86.7647,84.0756,88.2353,85.5042,84.0756,84.0756,83.8235,85.5462,91.2101,84.7479,6.3045,85.2941,82.3529,91.1765,97.0588,62.8571
ResNet50_ReliefF_Logistic,ResNet50,ReliefF,Logistic,100352.0,75.0000,84.0756,85.2941,88.2353,88.2353,86.7647,85.2941,86.7647,85.2941,82.8571,85.5042,86.7647,93.5798,84.5238,6.2421,85.2941,81.7647,88.2353,100.0000,57.1429
ResNet50_ReliefF_RandomForest,ResNet50,ReliefF,RandomForest,100352.0,76.4706,85.2941,85.5042,86.9748,88.2353,89.7059,88.4033,88.2353,88.2353,88.5714,88.4033,91.1765,89.4958,86.8326,5.4511,88.2353,85.2941,91.1765,94.1176,60.0000
ResNet50_ReliefF_Adaboost,ResNet50,ReliefF,Adaboost,100352.0,76.8067,85.2941,82.6050,83.8235,82.6471,84.0756,85.2941,85.2941,86.9748,88.2353,85.2941,86.9748,88.6218,84.2507,5.6249,85.2941,80.0000,88.2353,94.1176,60.0000
ResNet50_ReliefF_Gaussian,ResNet50,ReliefF,Gaussian,100352.0,72.0588,82.3529,85.2941,85.5042,82.6050,85.2941,85.2941,85.5042,85.5042,85.7143,85.2941,85.5042,70.4538,83.9125,7.0073,85.2941,81.7647,88.2353,97.0588,48.5714
ResNet101_PCA_PCC,ResNet101,PCA,PCC,100352.0,78.2773,85.2941,82.6050,84.0336,85.2941,85.5042,85.2941,85.2941,79.4118,77.9412,72.4790,66.1765,70.8151,80.7549,8.1461,82.3529,76.4706,85.7143,94.1176,57.1429
ResNet101_PCA_J48,ResNet101,PCA,J48,100352.0,63.7815,79.4118,82.6050,79.4118,76.8067,79.4118,76.8067,77.9412,75.0000,73.9076,76.4706,76.4706,77.1933,77.0945,6.6470,76.4706,73.5294,82.3529,91.1765,58.8235
ResNet101_PCA_RBF,ResNet101,PCA,RBF,100352.0,78.2773,89.7059,91.1765,94.1176,91.1765,92.7731,91.1765,91.1765,88.4033,89.7059,88.2353,88.2353,88.8992,88.8333,5.5429,91.1765,85.2941,94.1176,100.0000,73.5294
ResNet101_PCA_LinearSVM,ResNet101,PCA,LinearSVM,100352.0,76.4706,86.7647,91.1765,88.4033,88.4033,84.0336,86.7647,85.2941,84.0756,85.2941,88.2353,91.1765,91.8403,85.4587,6.5797,85.7143,82.3529,91.1765,97.0588,67.6471
ResNet101_PCA_MLP,ResNet101,PCA,MLP,100352.0,77.9412,81.1765,80.0000,85.2941,86.9748,81.1765,84.0756,77.9412,82.6050,73.9076,69.1176,62.3529,88.0588,78.6989,9.2274,79.4118,73.5294,85.2941,97.0588,52.9412
ResNet101_PCA_Logistic,ResNet101,PCA,Logistic,100352.0,75.0000,86.7647,89.7059,89.7059,89.8740,86.9748,86.7647,85.2941,85.2941,86.7647,89.7059,91.1765,91.8403,85.8753,6.8173,85.7143,82.3529,91.1765,97.0588,65.7143
ResNet101_PCA_RandomForest,ResNet101,PCA,RandomForest,100352.0,73.9496,88.4033,86.7647,89.8740,89.8740,88.2353,88.2353,88.2353,85.2941,82.6050,82.3529,78.2773,89.5126,84.7458,6.8658,86.9748,80.0000,88.5714,97.0588,61.7647
ResNet101_PCA_Adaboost,ResNet101,PCA,Adaboost,100352.0,72.0588,86.7647,88.4033,88.2353,88.2353,88.2353,88.2353,86.7647,85.2941,85.2941,86.9748,82.6471,84.5294,85.1583,7.1855,85.2941,79.8529,91.1765,97.0588,62.8571
ResNet101_PCA_Gaussian,ResNet101,PCA,Gaussian,100352.0,79.4118,82.3529,79.4118,79.4118,75.3782,76.4706,68.1093,67.6471,67.6471,70.5882,69.1176,69.1176,65.4790,73.5644,7.2693,73.5294,67.6471,79.4118,88.2353,58.8235
ResNet101_UMAP_PCC,ResNet101,UMAP,PCC,100352.0,73.9076,74.2857,75.3782,76.4706,74.2857,78.2773,77.1429,77.1429,76.4706,75.3782,77.1429,76.4706,70.8151,76.0721,4.4465,76.4706,73.5294,79.4118,85.2941,64.7059
ResNet101_UMAP_J48,ResNet101,UMAP,J48,100352.0,72.0588,69.1176,75.3782,73.5294,73.5294,75.0000,70.5882,72.4790,71.0084,76.4706,73.9076,71.0084,77.1933,72.5371,6.6033,73.5294,68.3403,76.4706,88.2353,55.8824
ResNet101_UMAP_RBF,ResNet101,UMAP,RBF,100352.0,75.0000,73.5294,73.5294,72.0588,72.0588,70.5882,70.5882,69.1176,67.6471,61.7647,69.1176,66.1765,88.8992,68.1772,10.1964,70.5882,64.7059,73.5294,82.8571,37.1429
ResNet101_UMAP_LinearSVM,ResNet101,UMAP,LinearSVM,100352.0,55.8824,76.4706,75.0000,75.3782,75.3782,75.3782,75.3782,75.0000,76.4706,76.4706,76.4706,76.4706,91.8403,73.9937,6.4905,76.4706,71.4286,79.4118,82.3529,51.4286
ResNet101_UMAP_MLP,ResNet101,UMAP,MLP,100352.0,70.5882,79.4118,77.9412,79.4118,76.8067,70.5882,73.9076,69.5798,76.4706,57.3529,60.9244,54.4118,88.0588,69.7472,11.1288,73.5294,64.7059,77.1429,91.1765,34.2857
ResNet101_UMAP_Logistic,ResNet101,UMAP,Logistic,100352.0,57.3529,78.5714,79.4118,79.4118,79.4118,79.4118,79.4118,78.2773,77.9412,79.7059,79.4118,79.4118,91.8403,77.4986,7.3349,79.4118,76.4706,82.3529,91.1765,48.5714
ResNet101_UMAP_RandomForest,ResNet101,UMAP,RandomForest,100352.0,72.0588,77.9412,77.9412,79.4118,79.4118,81.1765,76.8067,79.4118,81.1765,80.8824,81.1765,80.8824,89.5126,79.4160,4.6848,79.4118,76.4706,82.3529,91.1765,67.6471
ResNet101_UMAP_Adaboost,ResNet101,UMAP,Adaboost,100352.0,69.1176,73.5294,72.8572,78.2773,77.9412,76.4706,74.2857,73.5294,76.8067,75.0000,79.4118,78.2773,84.5294,75.3669,6.7493,76.4706,70.5882,79.4118,91.1765,55.8824
ResNet101_UMAP_Gaussian,ResNet101,UMAP,Gaussian,100352.0,69.5798,76.8067,75.3782,76.4706,76.8067,76.4706,79.4118,78.2773,79.4118,75.3782,76.8067,76.4706,65.4790,76.1022,5.4169,76.4706,73.5294,79.4118,85.7143,61.7647
ResNet101_ReliefF_PCC,ResNet101,ReliefF,PCC,100352.0,77.9412,81.1765,82.3529,83.8235,85.5042,83.8235,82.6050,85.5462,85.2941,83.8235,85.2941,82.3529,70.8151,82.6723,6.0076,82.3529,79.4118,88.2353,94.1176,60.0000
ResNet101_ReliefF_J48,ResNet101,ReliefF,J48,100352.0,76.4706,73.5294,79.4118,84.0756,79.4118,82.3529,76.8067,78.2773,79.4118,83.8235,82.3529,84.0756,77.1933,79.3634,6.9896,79.4118,76.4706,85.2941,94.1176,60.0000
ResNet101_ReliefF_RBF,ResNet101,ReliefF,RBF,100352.0,76.4706,82.6050,85.2941,86.7647,86.7647,88.2353,85.2941,85.2941,89.7059,88.2353,88.2353,86.7647,88.8992,85.5189,5.6297,85.2941,82.3529,91.1765,94.1176,71.4286
ResNet101_ReliefF_LinearSVM,ResNet101,ReliefF,LinearSVM,100352.0,75.0000,81.1765,83.8235,86.7647,88.4033,88.2353,86.7647,83.8235,86.7647,86.7647,86.7647,89.7059,91.8403,85.3711,6.7650,85.2941,80.0000,91.1765,97.0588,65.7143
ResNet101_ReliefF_MLP,ResNet101,ReliefF,MLP,100352.0,79.4118,82.3529,82.3529,86.9748,82.6050,85.5042,82.3529,82.3529,82.3529,86.7647,86.7647,83.8235,88.0588,83.2521,6.3538,82.8571,79.4118,88.2353,97.0588,62.8571
ResNet101_ReliefF_Logistic,ResNet101,ReliefF,Logistic,100352.0,75.0000,78.2773,85.2941,86.7647,83.8235,86.7647,82.3529,88.2353,83.8235,86.7647,84.0756,86.7647,91.8403,84.3242,6.6531,85.2941,80.0000,88.2353,97.0588,65.7143
ResNet101_ReliefF_RandomForest,ResNet101,ReliefF,RandomForest,100352.0,77.9412,79.7059,85.2941,88.2353,86.7647,88.2353,88.2353,88.2353,88.2353,91.1765,89.7059,88.2353,89.5126,86.0056,6.0059,88.2353,82.3529,91.1765,100.0000,65.7143
ResNet101_ReliefF_Adaboost,ResNet101,ReliefF,Adaboost,100352.0,77.9412,79.4118,82.3529,84.0756,82.3529,83.8235,82.3529,85.2941,84.0756,82.3529,85.2941,86.9748,84.5294,82.4223,6.6067,82.3529,79.4118,85.3991,97.0588,62.8571
ResNet101_ReliefF_Gaussian,ResNet101,ReliefF,Gaussian,100352.0,75.0000,79.4118,85.2941,86.7647,86.9748,88.2353,88.2353,86.9748,82.6050,82.3529,81.1765,77.9411,65.4790,83.3095,7.0559,85.2941,79.4118,88.2353,94.1176,64.7059
ResNet152_PCA_PCC,ResNet152,PCA,PCC,100352.0,72.0589,81.1765,84.0756,88.2353,84.0756,82.3529,79.7059,79.4118,77.9412,75.0000,72.0588,67.6471,71.6975,78.2402,7.9438,79.4118,73.5294,85.2941,94.1176,57.1429
ResNet152_PCA_J48,ResNet152,PCA,J48,100352.0,59.4538,78.2773,78.2773,79.7059,81.1765,79.4118,75.3782,75.0000,72.0588,75.3782,76.8067,79.4118,81.9076,75.7570,7.6442,76.4706,70.5882,82.3529,88.2353,52.9412
ResNet152_PCA_RBF,ResNet152,PCA,RBF,100352.0,70.5882,89.7059,91.1765,91.1765,89.7059,89.7059,88.2353,88.2353,89.8740,89.8740,88.2353,88.4033,88.6050,87.4839,6.6975,88.2353,85.7143,91.1765,97.0588,61.7647
ResNet152_PCA_LinearSVM,ResNet152,PCA,LinearSVM,100352.0,69.1176,83.8235,86.9748,88.2353,89.7059,88.2353,85.5042,82.6050,88.2353,83.8235,85.2941,88.2353,92.4202,84.5595,7.1075,85.2941,82.3529,88.5714,97.0588,61.7647
ResNet152_PCA_MLP,ResNet152,PCA,MLP,100352.0,68.1513,77.1429,83.8235,81.1765,85.5042,81.1765,85.2941,83.8235,79.4118,76.8487,70.5882,63.2353,88.3025,77.6415,9.9734,79.4118,73.5294,85.2941,97.0588,40.0000
ResNet152_PCA_Logistic,ResNet152,PCA,Logistic,100352.0,72.0588,82.6050,88.2353,88.2353,89.8740,88.2353,85.5042,85.2941,89.7059,86.7647,85.2941,91.1765,92.1344,85.7374,7.4682,88.2353,82.3529,91.1765,100.0000,61.7647
ResNet152_PCA_RandomForest,ResNet152,PCA,RandomForest,100352.0,64.7059,88.2353,88.2353,88.2353,89.7059,89.7059,88.5714,85.2941,82.3529,79.7059,80.8824,75.0000,89.2017,83.5784,8.4783,85.2941,79.4118,88.5714,97.0588,58.8235
ResNet152_PCA_Adaboost,ResNet152,PCA,Adaboost,100352.0,66.6386,84.2857,82.6050,83.8235,85.5042,88.2353,85.5462,88.2353,82.8571,81.1765,83.8235,82.6050,86.8487,83.2192,7.8022,82.8571,79.4118,88.2353,97.0588,55.8824
ResNet152_PCA_Gaussian,ResNet152,PCA,Gaussian,100352.0,69.5798,76.8067,79.4118,73.5294,73.9076,70.5882,70.5882,68.1093,72.0588,69.5798,71.0084,70.5882,63.6807,71.7010,6.5647,70.5882,68.3403,76.4706,88.2353,50.0000
ResNet152_UMAP_PCC,ResNet152,UMAP,PCC,100352.0,73.9076,79.4118,76.4706,77.1429,76.8067,75.3782,76.4706,75.3782,76.8067,73.5294,78.2773,76.4706,71.6975,76.0959,4.3276,76.4706,73.5294,79.4118,85.2941,64.7059
ResNet152_UMAP_J48,ResNet152,UMAP,J48,100352.0,70.5882,68.1093,72.4369,75.0000,72.0588,75.0000,75.0000,73.9076,73.5294,73.5294,79.4118,70.5882,81.9076,72.7822,6.0718,73.5294,67.6471,76.4706,88.2353,55.8824
ResNet152_UMAP_RBF,ResNet152,UMAP,RBF,100352.0,75.3782,57.3529,64.7059,64.7059,52.9412,54.4118,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,88.6050,54.2563,11.4711,52.9412,50.0000,61.7647,80.0000,34.2857
ResNet152_UMAP_LinearSVM,ResNet152,UMAP,LinearSVM,100352.0,55.8824,73.5294,70.5882,75.0000,72.0588,75.0000,73.9496,71.0504,72.0589,72.0588,70.5882,72.0589,92.4202,70.7311,7.6307,70.5882,64.7059,76.4706,82.3529,45.7143
ResNet152_UMAP_MLP,ResNet152,UMAP,MLP,100352.0,73.9076,79.4118,79.4118,79.4118,77.9412,70.0000,65.2101,67.6471,48.5294,52.9412,51.4706,50.0000,88.3025,65.4216,13.6179,67.6471,52.9412,76.6387,85.2941,34.2857
ResNet152_UMAP_Logistic,ResNet152,UMAP,Logistic,100352.0,55.8824,79.4118,82.3529,82.3529,79.4118,80.8824,79.4118,75.3782,80.8824,79.4118,79.4118,79.4118,92.1344,77.5000,8.0683,79.4118,74.2857,82.3529,91.1765,42.8571
ResNet152_UMAP_RandomForest,ResNet152,UMAP,RandomForest,100352.0,75.0000,79.4118,78.2773,81.1765,81.1765,79.7059,79.4118,79.4118,79.7059,76.8067,80.8824,79.4118,89.2017,79.7920,5.0585,79.4118,76.4706,82.3529,91.1765,62.8571
ResNet152_UMAP_Adaboost,ResNet152,UMAP,Adaboost,100352.0,67.6471,75.0000,73.5294,79.4118,82.3529,78.2353,77.9412,77.1429,76.4706,78.2353,76.4706,75.0000,86.8487,76.7556,7.0250,76.4706,71.4286,82.3529,94.1176,58.8235
ResNet152_UMAP_Gaussian,ResNet152,UMAP,Gaussian,100352.0,69.5798,73.9076,76.8067,76.4706,76.4706,75.0000,76.4706,73.5294,73.9076,75.3782,76.4706,73.9076,63.6807,74.1863,5.3743,75.3782,70.5882,77.1429,85.2941,58.8235
ResNet152_ReliefF_PCC,ResNet152,ReliefF,PCC,100352.0,73.9076,82.3529,84.0756,85.2941,83.8235,80.8824,83.8235,85.2941,82.6050,82.3529,79.4118,79.4118,71.6975,80.0119,7.7733,82.3529,74.2857,85.2941,91.1765,61.7647
ResNet152_ReliefF_J48,ResNet152,ReliefF,J48,100352.0,73.5294,77.9412,75.3782,76.4706,76.4706,80.8824,79.7059,77.9412,81.1765,79.4118,79.7059,78.2773,81.9076,77.3494,7.3269,78.2773,73.5294,82.3529,94.1176,52.9412
ResNet152_ReliefF_RBF,ResNet152,ReliefF,RBF,100352.0,75.0000,83.8235,86.7647,85.2941,85.2941,88.2353,86.9748,88.2353,88.2353,88.2353,89.8740,91.1765,88.6050,85.5707,7.1311,88.2353,82.7311,91.1765,97.0588,61.7647
ResNet152_ReliefF_LinearSVM,ResNet152,ReliefF,LinearSVM,100352.0,72.0588,81.1765,86.7647,84.0756,85.5042,88.2353,86.9748,86.7647,88.2353,88.2353,89.8740,89.8740,92.4202,84.8648,7.1508,85.5042,82.3529,88.5714,94.1176,51.4286
ResNet152_ReliefF_MLP,ResNet152,ReliefF,MLP,100352.0,72.0588,80.8824,84.0756,82.8571,82.6050,85.2941,85.2941,85.2941,79.7059,85.2941,82.6050,85.2941,88.3025,82.2451,6.9106,82.8571,79.4118,85.7143,94.1176,61.7647
ResNet152_ReliefF_Logistic,ResNet152,ReliefF,Logistic,100352.0,75.0000,82.3529,85.2941,85.5042,85.2941,84.0756,79.7059,85.2941,85.2941,88.2353,88.2353,91.1765,92.1344,83.7640,7.8490,85.2941,79.4118,88.2353,97.0588,51.4286
ResNet152_ReliefF_RandomForest,ResNet152,ReliefF,RandomForest,100352.0,73.9496,80.8824,86.7647,85.2941,86.7647,86.7647,86.7647,86.7647,89.7059,86.9748,86.9748,89.8740,89.2017,84.6001,7.8612,85.2941,82.3529,91.1765,94.1176,52.9412
ResNet152_ReliefF_Adaboost,ResNet152,ReliefF,Adaboost,100352.0,73.9496,76.4706,83.8235,82.3529,82.3529,85.2941,82.6050,86.7647,88.2353,88.2353,91.1765,89.8740,86.8487,83.2703,7.7342,85.2941,80.0000,88.2353,94.1176,55.8824
ResNet152_ReliefF_Gaussian,ResNet152,ReliefF,Gaussian,100352.0,69.1176,81.1765,82.6471,83.8235,85.7142,86.9748,88.2353,88.2353,88.2353,85.2941,85.2941,85.2941,63.6807,83.3915,8.1246,85.2941,79.4118,88.5714,97.0588,51.4286
ResNet50V2_PCA_PCC,ResNet50V2,PCA,PCC,100352.0,85.2941,88.2353,86.9748,88.2353,85.2941,84.0756,82.6050,79.4118,75.3782,70.5882,62.3109,58.8235,62.6219,78.9790,10.7854,82.3529,73.5294,86.3445,97.0588,40.0000
ResNet50V2_PCA_J48,ResNet50V2,PCA,J48,100352.0,77.9412,82.6050,80.8824,79.7479,79.7479,79.7059,78.2773,76.4706,79.4118,79.4118,73.5294,77.9412,73.9748,78.5805,6.7760,79.4118,73.5294,82.3529,91.4286,55.8824
ResNet50V2_PCA_RBF,ResNet50V2,PCA,RBF,100352.0,83.8235,86.9748,91.1765,91.1765,88.5714,89.8740,88.4033,86.9748,86.9748,88.2353,88.2353,89.7059,88.0084,88.0217,4.4388,88.2353,85.2941,91.1765,97.0588,73.5294
ResNet50V2_PCA_LinearSVM,ResNet50V2,PCA,LinearSVM,100352.0,82.3529,88.2353,88.2353,88.2353,85.5042,85.5042,85.5042,83.8235,80.8824,83.8235,82.3529,86.9748,89.4874,85.0070,5.0397,85.2941,82.3529,88.2353,97.0588,73.5294
ResNet50V2_PCA_MLP,ResNet50V2,PCA,MLP,100352.0,82.6050,85.2941,85.2941,86.7647,82.3529,85.5042,81.1765,81.1765,70.5882,73.5294,69.1176,58.8235,88.6218,78.2696,10.0302,80.0000,73.5294,85.2941,94.1176,41.1765
ResNet50V2_PCA_Logistic,ResNet50V2,PCA,Logistic,100352.0,84.0336,88.2353,88.2353,86.9748,86.9748,85.2941,85.2941,83.8235,85.5042,85.2941,85.2941,86.9748,88.8992,85.7087,4.2646,85.2941,82.8571,88.2353,97.0588,73.5294
ResNet50V2_PCA_RandomForest,ResNet50V2,PCA,RandomForest,100352.0,79.4118,88.2353,88.2353,88.2353,88.5714,85.2941,88.2353,86.7647,82.8571,84.0756,79.7059,82.3529,88.9076,84.8172,5.5798,85.2941,82.3529,88.2353,94.1176,64.7059
ResNet50V2_PCA_Adaboost,ResNet50V2,PCA,Adaboost,100352.0,79.4118,88.2353,85.5042,88.2353,82.8571,85.2941,83.8235,88.2353,85.2941,85.2941,84.0756,83.8235,83.3193,85.0210,5.1750,85.2941,82.3529,88.2353,94.1176,67.6471
ResNet50V2_PCA_Gaussian,ResNet50V2,PCA,Gaussian,100352.0,82.3529,83.8235,78.2773,72.4790,70.5882,73.5294,69.5798,69.1176,70.5882,69.1176,69.5798,69.5798,78.0504,72.0959,8.7062,70.5882,67.6471,79.4118,91.1765,50.0000
ResNet50V2_UMAP_PCC,ResNet50V2,UMAP,PCC,100352.0,70.5882,76.4706,76.4706,73.9076,74.2857,75.3782,73.9076,76.4706,70.5882,73.5294,73.9076,72.4369,62.6219,73.9013,5.4094,74.2857,70.5882,76.4706,88.2353,55.8824
ResNet50V2_UMAP_J48,ResNet50V2,UMAP,J48,100352.0,65.2101,72.0588,77.9412,72.0588,73.9076,73.5294,75.0000,67.6471,69.1176,72.0588,73.9076,76.4706,73.9748,72.3095,6.7558,73.5294,67.6471,76.4706,88.2353,52.9412
ResNet50V2_UMAP_RBF,ResNet50V2,UMAP,RBF,100352.0,64.7059,50.0000,58.8235,57.3529,58.8235,58.8235,55.8824,63.2353,50.0000,50.0000,50.0000,50.0000,88.0084,54.1877,10.5432,52.9412,47.0588,61.7647,79.4118,34.2857
ResNet50V2_UMAP_LinearSVM,ResNet50V2,UMAP,LinearSVM,100352.0,58.8235,70.5882,70.5882,68.1093,69.5798,66.6807,66.6386,68.1093,65.2101,67.6471,68.1093,69.5798,89.4874,67.9013,7.2517,67.6471,62.8571,73.5294,85.2941,45.7143
ResNet50V2_UMAP_MLP,ResNet50V2,UMAP,MLP,100352.0,60.2941,63.6975,75.3782,71.0084,70.5882,64.7059,54.4118,54.4118,55.0840,52.9412,50.0000,50.0000,88.6218,60.2465,11.6950,58.8235,52.5631,70.5882,85.2941,32.3529
ResNet50V2_UMAP_Logistic,ResNet50V2,UMAP,Logistic,100352.0,55.8824,72.0588,77.9412,76.4706,76.4706,76.8067,76.4706,75.0000,76.8067,77.9412,73.5294,76.8067,88.8992,73.8452,7.6477,76.4706,70.5882,79.4118,88.2353,47.0588
ResNet50V2_UMAP_RandomForest,ResNet50V2,UMAP,RandomForest,100352.0,73.5294,80.8824,83.8235,80.8824,79.4118,82.3529,79.4118,79.4118,80.8824,82.3529,80.8824,80.8824,88.9076,80.0378,6.0239,79.4118,76.4706,85.2941,91.4286,58.8235
ResNet50V2_UMAP_Adaboost,ResNet50V2,UMAP,Adaboost,100352.0,70.5882,75.3782,76.4706,78.2773,77.9412,75.3782,77.9412,79.7059,75.3782,77.9412,77.9412,73.9076,83.3193,75.7101,6.0985,76.4706,70.5882,79.4118,91.1765,52.9412
ResNet50V2_UMAP_Gaussian,ResNet50V2,UMAP,Gaussian,100352.0,61.7647,73.9076,69.1176,72.0588,70.5882,70.5882,72.0588,69.1176,70.5882,71.0084,71.0084,70.5882,78.0504,70.4461,7.0058,70.5882,67.6471,74.2857,88.2353,47.0588
ResNet50V2_ReliefF_PCC,ResNet50V2,ReliefF,PCC,100352.0,67.6471,79.4118,83.8235,84.0756,85.2941,82.6050,85.2941,84.0756,81.1765,79.7059,78.2773,73.5294,62.6219,80.4804,7.1836,82.3529,76.4706,85.2941,97.0588,58.8235
ResNet50V2_ReliefF_J48,ResNet50V2,ReliefF,J48,100352.0,67.6471,76.8487,79.4118,79.4118,79.7059,79.4118,78.2773,75.0000,73.5294,73.5294,76.4706,76.8487,73.9748,76.3396,7.3389,76.4706,70.5882,82.3529,91.1765,55.8824
ResNet50V2_ReliefF_RBF,ResNet50V2,ReliefF,RBF,100352.0,69.1176,79.4118,83.8235,88.2353,85.7143,84.0756,85.5462,84.0756,85.5042,88.2353,86.7647,86.7647,88.0084,84.0049,6.8027,85.2941,79.4118,88.2353,94.1176,57.1429
ResNet50V2_ReliefF_LinearSVM,ResNet50V2,ReliefF,LinearSVM,100352.0,70.5882,82.3529,82.6050,84.0756,82.6050,82.3529,85.2941,85.2941,85.2941,86.9748,84.0756,85.2941,89.4874,83.1961,7.2046,84.0756,79.8529,88.2353,97.0588,54.2857
ResNet50V2_ReliefF_MLP,ResNet50V2,ReliefF,MLP,100352.0,69.1176,76.4706,78.2773,83.8235,83.8235,84.0756,80.8824,80.8824,79.4118,77.9412,82.3529,82.3529,88.6218,80.2458,7.2209,79.4118,76.4706,85.2941,100.0000,60.0000
ResNet50V2_ReliefF_Logistic,ResNet50V2,ReliefF,Logistic,100352.0,68.1093,81.1345,82.3529,82.3529,79.4118,85.5042,85.5042,83.8235,85.2941,86.7647,85.2941,85.2941,88.8992,82.6569,6.8332,85.2941,79.4118,88.2353,97.0588,57.1429
ResNet50V2_ReliefF_RandomForest,ResNet50V2,ReliefF,RandomForest,100352.0,69.1176,76.8067,79.7059,85.2941,82.6050,84.0756,85.5042,86.7647,85.2941,84.0756,82.6050,86.7647,88.9076,83.0532,7.0852,82.8571,79.4118,88.2353,97.0588,55.8824
ResNet50V2_ReliefF_Adaboost,ResNet50V2,ReliefF,Adaboost,100352.0,65.2101,76.8487,81.1765,79.4118,82.3529,81.1345,80.0000,82.6050,84.0756,88.2353,85.2941,85.2941,83.3193,80.9580,7.6340,82.3529,76.4706,85.2941,94.1176,55.8824
ResNet50V2_ReliefF_Gaussian,ResNet50V2,ReliefF,Gaussian,100352.0,70.5882,77.9412,80.8824,81.1765,82.6050,85.2941,85.2941,82.3529,81.1765,82.3529,83.8235,82.3529,78.0504,81.3130,6.4045,82.3529,76.9748,85.3991,94.1176,54.2857
ResNet101V2_PCA_PCC,ResNet101V2,PCA,PCC,100352.0,86.7647,88.2353,88.2353,85.2941,86.7647,82.6050,77.9412,79.4118,76.4706,73.9076,63.2353,69.1176,69.6135,79.2535,9.7874,79.7059,74.0966,88.2353,94.1176,54.2857
ResNet101V2_PCA_J48,ResNet101V2,PCA,J48,100352.0,76.4706,82.6050,79.4118,80.8824,75.0000,80.8824,77.9412,79.4118,82.3529,79.7059,79.7479,75.3362,76.5798,79.0168,6.7876,79.4118,73.5294,85.2941,94.2857,64.7059
ResNet101V2_PCA_RBF,ResNet101V2,PCA,RBF,100352.0,84.0756,89.7059,89.7059,89.8740,88.2353,91.3025,91.3025,91.1765,91.3025,88.2353,86.9327,86.9327,88.8823,89.0798,4.6494,88.2353,85.2941,91.4286,100.0000,76.4706
ResNet101V2_PCA_LinearSVM,ResNet101V2,PCA,LinearSVM,100352.0,85.2941,88.2353,86.9748,91.1765,88.2353,85.2941,85.5042,86.9748,85.2941,88.2353,85.5042,85.5042,92.4118,87.0490,5.0788,88.2353,82.8571,91.1765,97.0588,70.5882
ResNet101V2_PCA_MLP,ResNet101V2,PCA,MLP,100352.0,85.2941,86.7647,85.2941,85.2941,84.0756,85.2941,85.2941,80.8824,80.8824,79.4118,66.6807,57.3529,90.3614,79.4209,10.3948,82.3529,74.2857,85.2941,97.0588,41.1765
ResNet101V2_PCA_Logistic,ResNet101V2,PCA,Logistic,100352.0,85.2941,88.2353,86.7647,88.2353,88.2353,85.5042,88.2353,86.9748,85.5042,88.2353,88.5714,88.2353,93.0000,87.5392,4.8421,88.2353,85.2941,91.1765,97.0588,73.5294
ResNet101V2_PCA_RandomForest,ResNet101V2,PCA,RandomForest,100352.0,79.4118,88.2353,86.7647,88.2353,86.9748,86.9748,85.2941,85.2941,85.2941,85.2941,82.3529,82.3529,90.3277,84.9328,5.6151,85.2941,82.3529,88.2353,97.0588,70.5882
ResNet101V2_PCA_Adaboost,ResNet101V2,PCA,Adaboost,100352.0,81.1765,82.3529,85.5042,86.9748,85.2941,85.5042,82.6050,85.2941,88.2353,86.7647,86.7647,85.5042,86.5798,85.2843,5.1181,85.2941,82.3529,88.2353,97.0588,70.5882
ResNet101V2_PCA_Gaussian,ResNet101V2,PCA,Gaussian,100352.0,82.3529,79.4118,73.9076,72.0588,70.5882,72.0588,70.5882,70.5882,72.0588,72.0588,70.5882,71.0084,70.1345,72.9804,5.9637,73.5294,68.3403,76.4706,88.2353,58.8235
ResNet101V2_UMAP_PCC,ResNet101V2,UMAP,PCC,100352.0,76.4706,79.7059,79.4118,79.4118,79.4118,79.4118,78.2773,79.4118,79.7059,76.8067,80.8824,78.2773,69.6135,79.4776,4.9327,79.4118,76.4706,82.3529,94.2857,67.6471
ResNet101V2_UMAP_J48,ResNet101V2,UMAP,J48,100352.0,67.6471,70.5882,73.5294,75.0000,76.4706,76.4706,78.2353,82.3529,79.4118,73.5294,80.8824,75.0000,76.5798,75.9293,7.1131,76.4706,70.5882,80.0000,91.4286,55.8824
ResNet101V2_UMAP_RBF,ResNet101V2,UMAP,RBF,100352.0,75.0000,82.3529,75.0000,57.3529,67.6471,77.9412,66.1765,50.0000,58.8235,50.0000,50.0000,50.0000,88.8823,61.8557,14.3780,61.7647,50.0000,74.8319,88.2353,34.2857
ResNet101V2_UMAP_LinearSVM,ResNet101V2,UMAP,LinearSVM,100352.0,50.0000,82.3529,82.3529,80.8824,79.4118,79.4118,79.4118,79.7059,79.7059,79.7059,80.8824,77.9412,92.4118,77.2633,10.1065,79.4118,76.4706,82.3529,88.2353,34.2857
