method,cnn,reduction,classifier,features,F002,F010,F020,F030,F040,F050,F075,F100,F150,F200,F250,F300,Full,Mean,Sd,MedianQ2,Q1_25%,Q3_75%,Max,Min 
MobileNet_PCA_LinearSVM,MobileNet,PCA,LinearSVM,50176.0,79.4118,91.1765,91.1765,89.7059,86.7647,85.2941,88.2353,88.2353,85.2941,84.2857,92.6471,91.3025,92.6891,87.7409,6.3205,88.2353,82.8571,94.1176,100.0000,68.5714
MobileNet_PCA_MLP,MobileNet,PCA,MLP,50176.0,85.2941,89.7059,88.4033,85.2941,89.8740,85.2941,82.3529,78.2773,68.1093,72.4790,61.7647,60.8403,89.4706,78.9846,12.1126,82.3529,71.2185,88.2353,100.0000,42.8571
MobileNet_PCA_Logistic,MobileNet,PCA,Logistic,50176.0,79.4118,88.4033,91.1765,88.4033,89.7059,88.2353,88.4033,88.4033,88.2353,89.7059,92.8151,92.7731,92.9832,88.7850,6.2738,88.2353,85.2941,94.1176,100.0000,70.5882
MobileNet_PCA_RandomForest,MobileNet,PCA,RandomForest,50176.0,80.0000,89.7059,89.7059,91.1765,88.4033,88.2353,85.2941,86.7647,82.3529,82.6050,82.3529,78.2773,89.4790,84.9244,5.9171,85.2941,80.0000,88.5714,100.0000,70.5882
MobileNet_PCA_Adaboost,MobileNet,PCA,Adaboost,50176.0,79.4118,88.2353,86.7647,86.7647,88.2353,85.2941,88.2353,86.7647,85.2941,85.2941,82.3529,82.3529,87.4538,85.1842,5.9125,85.2941,82.3529,88.2353,97.0588,67.6471
MobileNet_PCA_Gaussian,MobileNet,PCA,Gaussian,50176.0,83.8235,86.7647,85.2941,85.2941,79.7059,75.3782,72.8572,73.9076,73.5294,72.0588,72.4790,72.0588,73.6891,76.9937,8.4837,76.4706,70.5882,83.4664,97.0588,58.8235
MobileNet_UMAP_PCC,MobileNet,UMAP,PCC,50176.0,79.4118,79.4118,79.4118,81.1765,78.2773,81.1345,76.4706,81.1765,76.4706,80.8824,79.7059,79.7059,72.5294,79.4041,5.3868,79.4118,76.4706,82.4789,94.2857,67.6471
MobileNet_UMAP_J48,MobileNet,UMAP,J48,50176.0,73.5294,70.5882,73.5294,73.9076,75.0000,82.3529,78.2773,73.9076,73.9076,78.2773,76.8067,79.7059,77.4790,75.2073,6.5975,76.4706,70.5882,79.4118,85.7143,55.8824
MobileNet_UMAP_RBF,MobileNet,UMAP,RBF,50176.0,68.1513,72.4790,72.0588,60.2941,73.5294,73.5294,70.5882,72.0588,60.2942,51.4706,50.0000,54.4118,90.3362,63.0532,12.5979,64.7059,54.2857,73.5294,85.2941,34.2857
MobileNet_UMAP_LinearSVM,MobileNet,UMAP,LinearSVM,50176.0,69.1176,72.0588,75.0000,70.5882,76.4706,73.5294,70.5882,76.4706,73.5294,72.0588,67.6471,70.5882,92.6891,71.6022,8.1851,71.4286,67.1639,77.2059,88.2353,52.9412
MobileNet_UMAP_MLP,MobileNet,UMAP,MLP,50176.0,75.3782,77.9412,79.4118,73.9076,71.0084,65.7143,73.9076,57.3529,69.5798,47.0588,55.0421,51.4706,89.4706,66.0637,13.6106,70.5882,55.8824,76.4706,88.2353,31.4286
MobileNet_UMAP_Logistic,MobileNet,UMAP,Logistic,50176.0,66.1765,76.4706,79.4118,76.8067,80.8824,76.8067,78.2773,79.7059,76.8067,79.7059,79.4118,76.4706,92.9832,77.0665,6.7859,77.1429,73.5294,82.3529,91.4286,52.9412
MobileNet_UMAP_RandomForest,MobileNet,UMAP,RandomForest,50176.0,77.9412,80.8824,82.3529,80.8824,79.7059,85.2941,84.0756,83.8235,82.3529,85.2941,82.3529,82.3529,89.4790,82.4391,5.3526,82.3529,79.4118,85.7143,94.2857,61.7647
MobileNet_UMAP_Adaboost,MobileNet,UMAP,Adaboost,50176.0,71.0084,72.0589,79.4118,80.8824,79.4118,80.8824,83.8235,76.4706,80.8824,80.0000,80.8824,82.3529,87.4538,78.6674,6.3985,79.4118,73.5294,82.3529,91.4286,64.7059
MobileNet_UMAP_Gaussian,MobileNet,UMAP,Gaussian,50176.0,66.6386,79.4118,79.7059,79.4118,80.8824,79.4118,79.4118,81.1345,78.2773,80.8824,79.4118,79.4118,73.6891,78.2192,5.3045,79.4118,76.4706,82.3529,88.5714,58.8235
MobileNet_ReliefF_PCC,MobileNet,ReliefF,PCC,50176.0,73.5294,81.1765,83.8235,83.8235,82.3529,79.4118,75.0000,73.5294,72.4790,62.3109,60.2941,60.2941,72.5294,73.8760,10.7970,75.3782,67.6471,82.3529,91.4286,44.1176
MobileNet_ReliefF_J48,MobileNet,ReliefF,J48,50176.0,70.5882,73.9076,73.9076,79.4118,79.4118,79.4118,79.4118,77.9411,76.8067,73.5294,75.3782,73.9076,77.4790,76.3319,6.4659,76.4706,70.5882,82.3529,91.1765,61.7647
MobileNet_ReliefF_RBF,MobileNet,ReliefF,RBF,50176.0,70.5882,79.4118,82.6050,85.2941,86.9748,88.2353,86.7647,89.7059,89.7059,89.7059,89.7059,89.7059,90.3362,85.9468,6.5623,88.2353,82.3529,91.1765,97.0588,64.7059
MobileNet_ReliefF_LinearSVM,MobileNet,ReliefF,LinearSVM,50176.0,70.5882,79.4118,84.0756,85.2941,85.2941,88.2353,88.2353,91.1765,88.2353,91.1765,91.3025,91.1765,92.6891,85.7486,7.0017,88.2353,82.3529,91.1765,97.1429,61.7647
MobileNet_ReliefF_MLP,MobileNet,ReliefF,MLP,50176.0,70.5882,75.0000,79.7059,85.2941,88.2353,86.7647,86.7647,86.7647,84.0756,85.2941,88.2353,86.7647,89.4706,83.9020,7.0500,85.2941,79.4118,88.2353,100.0000,64.7059
MobileNet_ReliefF_Logistic,MobileNet,ReliefF,Logistic,50176.0,69.5798,79.7059,85.2941,85.5042,88.2353,85.2941,88.2353,89.7059,91.1765,92.6471,92.7731,92.6471,92.9832,86.1436,7.1223,88.2353,82.3529,91.1765,97.0588,64.7059
MobileNet_ReliefF_RandomForest,MobileNet,ReliefF,RandomForest,50176.0,71.0084,75.3782,84.0756,85.2941,86.7647,88.2353,88.2353,88.2353,88.2353,88.2353,89.7059,89.7059,89.4790,84.8298,6.8873,85.7143,80.0000,88.3193,97.0588,61.7647
MobileNet_ReliefF_Adaboost,MobileNet,ReliefF,Adaboost,50176.0,73.5294,76.4706,82.3529,82.3529,85.2941,85.2941,85.2941,88.2353,88.2353,86.7647,86.7647,82.3529,87.4538,83.7885,6.4585,85.2941,79.4118,88.2353,94.2857,61.7647
MobileNet_ReliefF_Gaussian,MobileNet,ReliefF,Gaussian,50176.0,70.5882,76.4706,80.8824,85.2941,85.2941,88.2353,89.7059,89.7059,86.9327,88.2353,85.7143,85.5042,73.6891,84.1660,7.1879,85.2941,79.4118,91.1765,97.0588,64.7059
DenseNet121_PCA_PCC,DenseNet121,PCA,PCC,50176.0,76.8487,82.6050,86.7647,86.9748,85.5042,85.2941,83.8235,82.6050,82.3529,78.2773,79.4118,75.0000,75.7647,81.5861,7.1174,82.3529,79.4118,85.7143,94.1176,54.2857
DenseNet121_PCA_J48,DenseNet121,PCA,J48,50176.0,72.0588,75.0000,73.5294,73.5294,76.4706,72.0588,73.9076,75.0000,70.5882,72.0588,73.9076,71.0504,76.8907,73.4118,6.4358,73.5294,68.5714,77.1429,88.2353,58.8235
DenseNet121_PCA_RBF,DenseNet121,PCA,RBF,50176.0,77.9412,88.2353,88.4454,89.7059,92.6471,91.1765,91.1765,89.8740,91.3445,91.3025,91.1765,91.1765,90.3614,88.7381,5.5300,89.8740,85.7143,94.1176,97.0588,71.4286
DenseNet121_PCA_LinearSVM,DenseNet121,PCA,LinearSVM,50176.0,80.8824,85.2941,88.2353,85.2941,85.2941,88.2353,86.7647,88.2353,86.9748,88.2353,89.8740,91.3025,92.4202,86.2199,6.0676,88.2353,82.3529,91.1765,97.0588,65.7143
DenseNet121_PCA_MLP,DenseNet121,PCA,MLP,50176.0,79.4118,82.3529,85.2941,82.6471,82.3529,81.1345,84.0756,82.3529,75.3782,67.6471,70.5882,61.7647,90.9748,78.0623,9.1287,79.4118,73.5294,85.2941,91.1765,48.5714
DenseNet121_PCA_Logistic,DenseNet121,PCA,Logistic,50176.0,79.4118,85.2941,85.2941,86.7647,85.2941,85.2941,88.2353,88.2353,85.5042,89.7059,89.8740,92.7731,91.2605,86.6821,6.2113,86.9748,82.8571,91.1765,100.0000,65.7143
DenseNet121_PCA_RandomForest,DenseNet121,PCA,RandomForest,50176.0,73.5294,88.2353,86.7647,84.0756,86.9748,85.2941,82.3529,85.2941,79.4118,79.4118,79.4118,75.3782,89.2269,82.1218,6.2894,82.3529,79.4118,85.7143,97.0588,64.7059
DenseNet121_PCA_Adaboost,DenseNet121,PCA,Adaboost,50176.0,77.9412,86.7647,82.3529,85.2941,80.8824,83.8235,84.0756,85.5042,82.3529,82.3529,85.2941,81.1345,88.6387,82.7885,5.8109,82.6050,79.4118,85.7143,97.0588,67.6471
DenseNet121_PCA_Gaussian,DenseNet121,PCA,Gaussian,50176.0,77.9412,79.4118,77.9412,72.0588,72.4790,72.0588,67.6471,66.6807,67.1428,69.1176,70.5882,69.1176,84.2353,72.0364,7.5370,71.4286,67.1639,76.4706,88.2353,57.1429
DenseNet121_UMAP_PCC,DenseNet121,UMAP,PCC,50176.0,75.0000,76.4706,77.9412,76.8067,76.4706,76.8067,79.4118,76.4706,78.2773,78.2773,76.4706,76.8067,75.7647,76.7948,4.8405,76.4706,73.5294,79.4118,88.2353,64.7059
DenseNet121_UMAP_J48,DenseNet121,UMAP,J48,50176.0,75.0000,71.0084,72.4790,77.9412,75.3782,79.4118,76.4706,77.9412,75.3782,76.4706,75.3782,73.5294,76.8907,75.9174,6.4262,76.4706,71.4286,79.4118,91.1765,58.8235
DenseNet121_UMAP_RBF,DenseNet121,UMAP,RBF,50176.0,73.9496,76.8067,73.5294,76.4706,75.3782,75.3782,76.4706,75.3782,76.8067,73.5294,76.8067,76.4706,90.3614,74.5623,6.0805,76.4706,70.5882,79.4118,91.1765,61.7647
DenseNet121_UMAP_LinearSVM,DenseNet121,UMAP,LinearSVM,50176.0,71.0504,75.3782,75.3782,75.0000,76.4706,75.3782,76.8067,75.3782,75.3782,76.8067,78.2773,76.8067,92.4202,74.9965,6.5989,76.4706,68.5714,79.4118,85.2941,55.8824
DenseNet121_UMAP_MLP,DenseNet121,UMAP,MLP,50176.0,73.9496,78.2773,73.9496,77.9412,77.9412,77.9411,71.0084,71.0504,63.2353,61.7647,54.4118,51.4706,90.9748,69.2829,13.2988,70.5882,61.7647,79.4118,88.2353,34.2857
DenseNet121_UMAP_Logistic,DenseNet121,UMAP,Logistic,50176.0,72.5210,80.8824,78.2773,79.4118,79.7479,77.9412,76.7647,79.4118,79.4118,79.7479,78.2773,79.7059,91.2605,78.3382,6.6776,79.4118,73.5294,82.3529,94.1176,64.7059
DenseNet121_UMAP_RandomForest,DenseNet121,UMAP,RandomForest,50176.0,77.9412,80.8824,82.3529,82.3529,82.3529,82.6471,85.2941,82.3529,84.0756,83.8235,82.3529,82.6050,89.2269,82.0231,5.5283,82.3529,79.4118,85.2941,91.1765,65.7143
DenseNet121_UMAP_Adaboost,DenseNet121,UMAP,Adaboost,50176.0,70.5882,79.4118,77.9412,82.3529,78.2773,79.4118,79.4118,83.8235,79.7479,80.8824,82.3529,80.8824,88.6387,79.2787,6.1526,79.4118,76.4706,82.3529,94.1176,64.7059
DenseNet121_UMAP_Gaussian,DenseNet121,UMAP,Gaussian,50176.0,72.5210,75.3782,75.3362,78.2773,77.9412,78.2773,76.8487,76.4706,76.4706,76.8487,75.3782,75.3782,84.2353,75.9475,6.3314,76.4706,71.4286,79.4118,88.2353,58.8235
DenseNet121_ReliefF_PCC,DenseNet121,ReliefF,PCC,50176.0,67.6471,73.5294,70.5882,69.5798,75.0000,72.4790,78.2773,79.4118,79.4118,76.8067,82.3529,76.4706,75.7647,74.2850,7.4203,73.9076,70.5882,79.5589,88.2353,51.4286
DenseNet121_ReliefF_J48,DenseNet121,ReliefF,J48,50176.0,62.3109,72.0588,72.4790,68.5714,73.9496,70.5882,70.5882,74.2857,75.0000,76.4706,72.8572,73.5294,76.8907,72.3676,7.4141,71.0084,67.6471,77.7101,88.2353,55.8824
DenseNet121_ReliefF_RBF,DenseNet121,ReliefF,RBF,50176.0,69.5798,69.1176,71.0504,72.0588,73.5294,70.5882,76.4706,77.9412,79.7059,79.4118,81.1765,79.7059,90.3614,74.3424,7.6785,75.3782,68.5714,79.5589,91.1765,55.8824
DenseNet121_ReliefF_LinearSVM,DenseNet121,ReliefF,LinearSVM,50176.0,50.0000,61.7647,70.5882,70.5882,73.9076,73.9076,75.3782,76.4706,76.4706,77.9412,77.9412,76.8067,92.4202,71.7969,10.8288,73.5294,67.6471,79.4118,91.1765,34.2857
DenseNet121_ReliefF_MLP,DenseNet121,ReliefF,MLP,50176.0,50.0000,66.6807,73.5294,73.9076,73.5294,75.0000,75.3782,77.9412,79.4118,76.8067,80.8824,77.9412,90.9748,73.3494,11.4224,75.3782,67.6471,82.3529,94.1176,34.2857
DenseNet121_ReliefF_Logistic,DenseNet121,ReliefF,Logistic,50176.0,50.0000,66.1765,72.4790,73.5294,70.5882,73.5294,73.5294,75.0000,78.2773,77.9412,77.9412,80.8824,91.2605,72.9608,10.8368,73.5294,68.5714,79.4118,91.1765,34.2857
DenseNet121_ReliefF_RandomForest,DenseNet121,ReliefF,RandomForest,50176.0,63.7815,79.4118,83.8235,80.8824,82.3529,83.8235,85.2941,85.2941,85.5042,86.7647,88.2353,85.2941,89.2269,82.7626,8.3584,85.2941,79.4118,88.2353,97.0588,57.1429
DenseNet121_ReliefF_Adaboost,DenseNet121,ReliefF,Adaboost,50176.0,67.6471,77.9412,76.4706,84.0756,82.3529,80.8824,82.3529,83.8235,85.2941,85.2941,88.4033,85.2941,88.6387,80.7276,8.1593,82.3529,76.4706,85.2941,97.0588,52.9412
DenseNet121_ReliefF_Gaussian,DenseNet121,ReliefF,Gaussian,50176.0,67.1428,75.0000,76.4706,76.8487,76.4706,76.4706,73.9496,76.8067,79.7059,76.8067,76.4706,76.8067,84.2353,76.0455,6.3551,76.4706,71.4286,80.0000,91.1765,58.8235
DenseNet169_PCA_PCC,DenseNet169,PCA,PCC,81536.0,72.4790,79.7059,84.0756,86.9748,84.0756,85.2941,85.2941,80.8824,79.7059,76.8067,80.8824,76.4706,78.9664,80.6807,7.0643,80.0000,76.4706,85.2941,97.0588,57.1429
DenseNet169_PCA_J48,DenseNet169,PCA,J48,81536.0,63.7815,75.0000,73.9076,75.0000,76.4706,73.5294,75.3782,75.3782,73.5294,73.5294,70.5882,73.5294,74.8487,73.0770,7.0949,73.5294,69.8529,77.1429,88.5714,50.0000
DenseNet169_PCA_RBF,DenseNet169,PCA,RBF,81536.0,73.5294,86.9748,89.7059,91.1765,91.1765,91.1765,92.6471,91.1765,92.6471,92.6471,92.6471,91.1765,90.0336,88.6513,7.4080,91.1765,85.2941,94.1176,100.0000,55.8824
DenseNet169_PCA_LinearSVM,DenseNet169,PCA,LinearSVM,81536.0,73.5294,84.0336,85.2941,83.8235,85.2941,85.2941,85.2941,88.2353,82.6050,85.2941,83.8235,86.7647,90.9412,84.0868,7.3650,85.2941,81.7647,88.5714,97.0588,50.0000
DenseNet169_PCA_MLP,DenseNet169,PCA,MLP,81536.0,77.9412,85.2941,86.9748,85.2941,82.3529,83.8235,86.7647,85.7143,73.9076,74.2857,72.0588,60.2941,90.6303,79.0462,10.2261,82.3529,73.5294,85.7143,97.0588,45.7143
DenseNet169_PCA_Logistic,DenseNet169,PCA,Logistic,81536.0,73.5294,84.0336,85.5042,88.2353,84.0336,86.9748,88.2353,88.2353,86.9748,85.2941,86.7647,88.2353,90.9412,85.1162,6.9748,85.7143,82.3529,91.1765,97.0588,52.9412
DenseNet169_PCA_RandomForest,DenseNet169,PCA,RandomForest,81536.0,66.1765,82.6471,87.1428,88.5714,86.7647,89.7059,86.9748,85.2941,85.5042,76.4706,77.9412,79.4118,89.4538,81.9125,8.1195,82.3529,76.4706,88.2353,97.1429,52.9412
DenseNet169_PCA_Adaboost,DenseNet169,PCA,Adaboost,81536.0,69.1176,80.8824,83.8235,86.9748,81.1765,83.8235,82.6050,82.3529,82.3529,79.4118,75.3362,75.3782,89.1849,79.8662,7.2223,81.1765,73.5294,85.2941,97.0588,55.8824
DenseNet169_PCA_Gaussian,DenseNet169,PCA,Gaussian,81536.0,73.5294,81.1765,76.4706,77.9412,72.4790,73.5294,69.1176,67.6471,66.6807,66.1765,66.6807,66.6807,82.4622,71.1057,8.5255,71.0084,64.7059,76.4706,91.1765,52.9412
DenseNet169_UMAP_PCC,DenseNet169,UMAP,PCC,81536.0,77.9412,79.4118,78.2353,79.7059,76.8067,79.4118,79.7059,81.1765,76.4706,80.8824,79.4118,79.4118,78.9664,78.7381,5.2022,79.4118,75.9244,82.3529,91.1765,67.6471
DenseNet169_UMAP_J48,DenseNet169,UMAP,J48,81536.0,76.4706,73.9076,82.3529,76.4706,81.1765,72.4369,77.9412,71.0084,78.2773,76.4706,79.4118,78.2773,74.8487,76.8347,6.7708,76.8067,73.5294,82.3529,91.1765,58.8235
DenseNet169_UMAP_RBF,DenseNet169,UMAP,RBF,81536.0,77.9412,73.5294,73.5294,71.0084,75.3782,75.3782,79.4118,75.0000,73.5294,73.5294,73.5294,76.4706,90.0336,73.6583,7.8352,73.9076,70.5882,79.4118,85.2941,40.0000
DenseNet169_UMAP_LinearSVM,DenseNet169,UMAP,LinearSVM,81536.0,71.0084,80.8824,76.8487,79.4118,77.9412,79.4118,79.4118,79.4118,79.4118,79.4118,76.4706,77.9412,90.9412,78.0161,5.2700,79.4118,73.5294,82.3529,91.4286,64.7059
DenseNet169_UMAP_MLP,DenseNet169,UMAP,MLP,81536.0,71.0084,79.4118,79.4118,79.4118,79.4118,80.8824,79.4118,76.8067,69.5378,66.1765,57.9412,64.7059,90.6303,73.6149,10.4873,76.4706,68.5714,79.4118,91.4286,34.2857
DenseNet169_UMAP_Logistic,DenseNet169,UMAP,Logistic,81536.0,70.5882,79.4118,81.1765,80.8824,80.8824,79.4118,79.7059,80.8824,81.1765,79.7059,79.4118,81.1765,90.9412,80.1583,4.3932,79.4118,77.1429,82.3529,91.4286,64.7059
DenseNet169_UMAP_RandomForest,DenseNet169,UMAP,RandomForest,81536.0,78.2773,82.3529,82.3529,80.8824,84.0756,80.0000,82.8571,83.8235,82.3529,79.4118,82.3529,81.1765,89.4538,82.3025,4.8132,82.3529,79.4118,85.2941,97.0588,71.4286
DenseNet169_UMAP_Adaboost,DenseNet169,UMAP,Adaboost,81536.0,75.0000,79.4118,80.8824,78.2773,78.2353,76.4706,85.2941,81.1765,80.8824,76.8067,80.8824,82.3529,89.1849,79.4370,6.2974,79.4118,76.4706,82.8571,94.1176,64.7059
DenseNet169_UMAP_Gaussian,DenseNet169,UMAP,Gaussian,81536.0,75.0000,77.9412,77.9412,75.3782,75.3362,79.4118,79.4118,79.4118,75.3362,75.3782,75.0000,76.4706,82.4622,76.7780,6.1676,76.4706,73.5294,79.4118,91.4286,61.7647
DenseNet169_ReliefF_PCC,DenseNet169,ReliefF,PCC,81536.0,73.5294,73.5294,73.5294,66.6807,73.5294,72.4790,75.0000,73.5294,80.8824,78.2773,76.8067,76.8487,78.9664,74.6863,7.5071,73.5294,70.5882,79.4118,91.1765,52.9412
DenseNet169_ReliefF_J48,DenseNet169,ReliefF,J48,81536.0,73.5294,73.5294,70.5882,75.0000,76.4706,73.5294,76.4706,75.0000,73.9496,75.0000,79.4118,76.4706,74.8487,74.9286,6.9149,76.4706,70.5882,79.4118,94.1176,55.8824
DenseNet169_ReliefF_RBF,DenseNet169,ReliefF,RBF,81536.0,73.9076,67.6471,69.1176,70.5882,73.5294,74.2857,75.3782,76.8067,82.3529,82.3529,85.2941,80.8824,90.0336,75.6702,7.4441,75.3782,70.5882,82.3529,88.2353,51.4286
DenseNet169_ReliefF_LinearSVM,DenseNet169,ReliefF,LinearSVM,81536.0,50.0000,64.7059,69.1176,66.1765,72.0588,73.5294,79.4118,79.4118,79.4118,80.0000,82.8571,82.3529,90.9412,72.3172,11.1561,74.2857,66.9118,79.5589,88.2353,34.2857
DenseNet169_ReliefF_MLP,DenseNet169,ReliefF,MLP,81536.0,50.0000,67.6471,67.6471,70.5882,75.0000,76.4706,79.4118,76.8067,77.9412,79.7059,79.4118,76.4706,90.6303,72.6296,11.5539,73.5294,68.3403,79.4118,94.1176,34.2857
DenseNet169_ReliefF_Logistic,DenseNet169,ReliefF,Logistic,81536.0,50.0000,66.1765,67.6471,68.1093,73.5294,75.3782,75.3362,76.4706,77.9412,82.3529,82.3529,79.4118,90.9412,72.5406,10.6606,73.5294,67.6471,79.4118,88.2353,34.2857
DenseNet169_ReliefF_RandomForest,DenseNet169,ReliefF,RandomForest,81536.0,73.5294,78.2353,81.1765,80.8824,82.3529,80.0000,84.0756,82.6050,83.8235,85.2941,85.5042,85.7143,89.4538,81.9055,5.9995,82.3529,79.4118,85.2941,94.1176,60.0000
DenseNet169_ReliefF_Adaboost,DenseNet169,ReliefF,Adaboost,81536.0,76.4706,77.1429,79.4118,79.4118,79.4118,81.1765,84.0756,82.6050,82.3529,84.0756,81.1765,85.2941,89.1849,81.0007,5.4681,82.3529,77.1429,85.2941,94.1176,62.8571
DenseNet169_ReliefF_Gaussian,DenseNet169,ReliefF,Gaussian,81536.0,67.6471,76.4706,77.9412,77.9412,76.4706,78.2353,78.2773,82.3529,82.3529,81.1345,79.4118,80.8824,82.4622,78.1401,6.7961,79.4118,73.5294,82.4789,91.1765,60.0000
DenseNet201_PCA_PCC,DenseNet201,PCA,PCC,94080.0,80.8824,84.0756,86.9748,86.9748,88.2353,86.7647,82.3529,82.3529,77.9412,76.4706,73.5294,75.0000,75.1765,81.4650,7.5197,82.3529,76.4706,88.2353,94.1176,60.0000
DenseNet201_PCA_J48,DenseNet201,PCA,J48,94080.0,73.9496,75.0000,77.9412,76.4706,77.9412,73.5294,75.0000,72.0588,70.5882,70.5882,70.5882,77.1429,77.5042,73.9475,7.2722,73.5294,68.5714,79.4118,94.2857,55.8824
DenseNet201_PCA_RBF,DenseNet201,PCA,RBF,94080.0,81.1765,86.7647,88.4033,92.6471,91.3025,91.3025,91.1765,88.2353,88.2353,89.7059,91.1765,91.1765,88.6219,87.9979,6.2601,88.5714,82.3529,94.1176,97.0588,68.5714
DenseNet201_PCA_LinearSVM,DenseNet201,PCA,LinearSVM,94080.0,79.4118,85.2941,86.7647,89.8740,85.5042,82.3529,79.4118,85.5462,85.2941,86.7647,82.6050,91.3025,91.8487,84.6947,6.7801,85.2941,79.8529,89.2227,97.0588,65.7143
DenseNet201_PCA_MLP,DenseNet201,PCA,MLP,94080.0,79.4118,86.9748,84.0756,85.5042,83.8235,85.2941,80.8824,78.2773,75.0000,73.9076,76.4706,58.8235,90.3781,78.2577,9.6325,79.4118,73.5294,85.2941,97.0588,47.0588
DenseNet201_PCA_Logistic,DenseNet201,PCA,Logistic,94080.0,79.4118,84.0756,86.9748,88.4033,86.9748,85.2941,79.4118,85.5042,85.5042,88.2353,86.9748,92.7731,91.5462,85.2815,6.7214,85.7143,80.0000,91.1765,97.0588,65.7143
DenseNet201_PCA_RandomForest,DenseNet201,PCA,RandomForest,94080.0,76.8487,84.0756,86.9748,85.2941,83.8235,84.0756,81.1765,82.3529,82.3529,79.4118,76.8067,73.5294,91.2605,81.5441,7.2103,82.3529,77.1429,85.2941,97.0588,57.1429
DenseNet201_PCA_Adaboost,DenseNet201,PCA,Adaboost,94080.0,72.8572,82.3529,84.0756,85.5042,84.0756,83.8235,85.2941,80.8824,79.7059,82.6050,82.3529,80.8824,90.0756,81.4118,6.1951,82.3529,79.4118,85.2941,94.1176,61.7647
DenseNet201_PCA_Gaussian,DenseNet201,PCA,Gaussian,94080.0,78.2773,81.1765,82.3529,77.9412,75.0000,70.5882,69.1176,68.1093,66.1765,66.1765,67.6471,67.6471,85.3782,72.5637,8.2329,73.5294,67.1639,79.4118,91.1765,55.8824
DenseNet201_UMAP_PCC,DenseNet201,UMAP,PCC,94080.0,78.2773,78.2773,82.3529,77.9412,77.9412,80.8824,78.2773,79.4118,80.8824,79.4118,76.8067,77.9412,75.1765,78.6092,5.4396,79.4118,74.2857,82.3529,91.4286,67.6471
DenseNet201_UMAP_J48,DenseNet201,UMAP,J48,94080.0,75.3782,70.9664,81.1765,75.0000,73.5294,77.9412,79.7479,75.3782,73.5294,77.9412,77.9412,80.8824,77.5042,75.8480,7.5280,76.4706,70.5882,82.3529,94.1176,58.8235
DenseNet201_UMAP_RBF,DenseNet201,UMAP,RBF,94080.0,76.4706,70.5882,76.4706,72.0588,73.5294,75.0000,70.5882,75.0000,70.5882,70.5882,72.0588,73.5294,88.6219,72.0532,7.5604,73.5294,68.5714,76.4706,85.2941,45.7143
DenseNet201_UMAP_LinearSVM,DenseNet201,UMAP,LinearSVM,94080.0,68.1093,76.8487,77.9412,76.4706,79.4118,76.4706,76.4706,79.4118,77.9412,75.3362,77.9412,77.9412,91.8487,76.9111,6.1474,76.4706,73.5294,82.3529,88.2353,57.1429
DenseNet201_UMAP_MLP,DenseNet201,UMAP,MLP,94080.0,79.4118,79.4118,80.8824,79.4118,76.4706,79.4118,75.0000,80.8824,63.7815,73.5294,64.7059,57.9832,90.3781,72.6176,12.2326,76.4706,67.6471,82.3529,88.5714,29.4118
DenseNet201_UMAP_Logistic,DenseNet201,UMAP,Logistic,94080.0,64.7059,79.4118,80.8824,82.3529,80.8824,79.4118,82.3529,83.8235,80.8824,80.8824,79.4118,83.8235,91.5462,78.9867,7.6616,79.4118,73.5294,85.2941,97.1429,61.7647
DenseNet201_UMAP_RandomForest,DenseNet201,UMAP,RandomForest,94080.0,79.4118,79.7059,83.8235,80.8824,79.4118,79.4118,82.3529,82.3529,82.3529,82.3529,80.8824,80.8824,91.2605,81.5861,5.9339,82.3529,77.1429,85.2941,94.1176,70.5882
DenseNet201_UMAP_Adaboost,DenseNet201,UMAP,Adaboost,94080.0,76.8067,76.4706,79.7059,77.9412,77.9412,79.7059,79.7059,79.4118,82.3529,78.2773,80.8824,79.4118,90.0756,79.2843,5.5779,79.4118,76.4706,82.3529,94.1176,67.6471
DenseNet201_UMAP_Gaussian,DenseNet201,UMAP,Gaussian,94080.0,73.5294,77.9412,80.8824,77.9412,79.4118,77.9412,76.4706,79.4118,76.4706,80.8824,80.8824,77.9412,85.3782,77.6008,6.9803,79.4118,73.5294,82.3529,94.2857,61.7647
DenseNet201_ReliefF_PCC,DenseNet201,ReliefF,PCC,94080.0,79.4118,79.7059,75.0000,72.4369,75.0000,77.9412,77.9412,79.4118,82.6050,77.9412,80.8824,82.3529,75.1765,78.7507,6.2025,79.4118,73.5294,82.3529,91.4286,64.7059
DenseNet201_ReliefF_J48,DenseNet201,ReliefF,J48,94080.0,73.5294,82.3529,75.3782,79.4118,80.0000,79.7059,78.2773,79.4118,79.4118,76.8067,81.1765,78.2773,77.5042,79.1015,6.2635,79.4118,76.4706,82.3529,97.0588,61.7647
DenseNet201_ReliefF_RBF,DenseNet201,ReliefF,RBF,94080.0,82.3529,82.3529,67.6471,76.4706,76.4706,76.8067,82.6050,85.2941,85.5042,86.9748,86.9748,86.7647,88.6219,81.1828,6.8634,82.3529,76.4706,85.7143,91.4286,58.8235
DenseNet201_ReliefF_LinearSVM,DenseNet201,ReliefF,LinearSVM,94080.0,50.0000,50.0000,66.1765,78.2773,76.4706,82.3529,85.2941,84.0756,88.2353,88.2353,86.9748,88.2353,91.8487,75.9678,14.8695,82.3529,71.2185,85.7143,97.0588,34.2857
