method,cnn,reduction,classifier,features,Components,mean,std,median,Q1_25%,Q2_75%,min,max
ResNet101+DenseNet121_n_feat_ReliefF_J48,ResNet101+DenseNet121_n_feat,ReliefF,J48,150528.0,F0550,76.5966,4.8501,76.8067,76.4706,79.4118,82.3529,64.7059
ResNet101+DenseNet121_n_feat_ReliefF_J48,ResNet101+DenseNet121_n_feat,ReliefF,J48,150528.0,F0600,79.5546,5.3638,79.4118,77.2059,81.9958,88.2353,68.5714
ResNet101+DenseNet121_n_feat_ReliefF_J48,ResNet101+DenseNet121_n_feat,ReliefF,J48,150528.0,F0700,76.8992,5.6227,77.1429,74.2647,79.4118,85.2941,64.7059
ResNet101+DenseNet121_n_feat_ReliefF_J48,ResNet101+DenseNet121_n_feat,ReliefF,J48,150528.0,F0800,78.9244,3.9651,79.4118,76.4706,81.7647,85.7143,73.5294
ResNet101+DenseNet121_n_feat_ReliefF_J48,ResNet101+DenseNet121_n_feat,ReliefF,J48,150528.0,F0900,76.0252,6.2890,73.5294,71.9538,79.8529,88.2353,67.6471
ResNet101+DenseNet121_n_feat_ReliefF_J48,ResNet101+DenseNet121_n_feat,ReliefF,J48,150528.0,F1000,78.0672,5.3984,77.9412,73.7185,81.6176,88.2353,70.5882
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0002,76.3697,6.8330,76.4706,73.5294,78.6765,88.2353,65.7143
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0010,78.3949,4.1836,79.4118,74.8319,82.3529,82.3529,71.4286
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0020,83.9496,6.0559,85.2941,80.1471,87.6050,91.1765,71.4286
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0030,83.9664,6.6078,85.2941,80.5882,89.7059,91.1765,71.4286
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0040,84.8572,6.4798,85.2941,83.0882,90.4412,91.1765,71.4286
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0050,87.7647,5.1236,89.7059,85.2941,91.1765,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0075,87.1681,4.2585,86.7647,85.2941,90.4412,94.1176,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0100,86.8908,5.5241,88.2353,85.2941,90.4412,94.1176,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0150,85.1260,4.6904,85.2941,82.3529,88.2353,91.1765,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0200,84.5462,5.3341,83.8235,82.3529,88.2353,91.1765,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0250,85.1261,4.4807,86.7647,82.3529,88.2353,91.1765,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0300,85.7143,4.8741,85.2941,83.0882,90.4412,91.1765,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0350,85.1260,4.6904,85.2941,82.3529,88.2353,91.1765,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0400,87.1849,5.1681,88.2353,86.0294,90.4412,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0450,88.3445,4.4030,89.7059,86.0294,91.1765,94.1176,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0500,88.0588,5.2471,89.7059,85.2941,91.1765,94.1176,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0550,88.0588,4.8669,89.7059,86.0294,91.1765,94.1176,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0600,87.4706,4.8033,88.2353,85.2941,91.1765,94.1176,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0700,87.7647,5.3180,88.2353,85.2941,91.1765,97.0588,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0800,88.3529,5.5167,88.2353,86.0294,91.1765,97.0588,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F0900,88.0588,5.0606,88.2353,86.0294,91.1765,94.1176,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,F1000,88.0588,5.2471,89.7059,85.2941,91.1765,94.1176,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0002,74.0168,6.6224,72.0588,69.0756,78.6765,85.2941,65.7143
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0010,78.1261,6.0551,79.4118,76.4706,81.6176,85.2941,65.7143
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0020,82.8067,7.6197,85.2941,79.5589,88.2353,91.1765,65.7143
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0030,83.3949,8.3096,83.8235,78.4454,90.4412,94.1176,68.5714
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0040,84.8487,6.6663,86.7647,80.5882,88.2353,94.1176,71.4286
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0050,87.1597,6.1411,88.4454,83.0882,91.1765,94.1176,76.4706
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0075,87.1596,5.6521,86.9748,83.0882,92.6470,94.1176,79.4118
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0100,88.3277,4.6857,88.4033,85.2941,91.1765,97.0588,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0150,85.7143,5.7766,85.2941,82.3529,88.2353,97.0588,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0200,86.3025,5.3470,86.7647,83.0882,90.4412,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0250,85.9916,4.4242,85.2941,82.4789,88.2353,94.1176,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0300,85.4202,5.7084,85.2941,80.5882,90.4412,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0350,84.8403,6.1234,85.2941,81.3235,90.4412,91.1765,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0400,87.1765,6.3826,85.2941,82.3529,93.3823,97.0588,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0450,85.4118,5.2202,85.2941,82.4789,88.2353,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0500,85.1176,6.4536,84.0756,79.4118,90.4412,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0550,84.8319,7.5591,84.0756,79.4118,91.1765,97.0588,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0600,85.7059,6.1360,85.2941,80.2731,90.4412,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0700,86.8907,7.5781,86.7647,82.4789,92.6470,97.0588,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0800,88.0504,6.8570,86.9748,85.2941,93.3823,97.0588,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F0900,87.4622,7.9808,86.9748,80.8824,94.1176,97.0588,76.4706
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,F1000,86.2857,6.2441,85.5042,80.8824,91.1765,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0002,76.6639,6.9008,76.4706,73.5294,79.4118,88.2353,65.7143
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0010,79.2773,6.2128,80.8824,76.6387,82.3529,88.2353,68.5714
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0020,81.0252,5.9330,80.8824,77.7101,82.3529,94.1176,73.5294
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0030,81.0168,5.9442,82.3529,80.1471,82.7311,88.2353,70.5882
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0040,84.8235,5.0097,86.7647,82.4789,88.2353,91.1765,76.4706
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0050,85.6891,2.7868,85.5042,85.2941,88.2353,88.2353,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0075,85.0924,3.4883,85.2941,82.4789,87.6050,91.1765,79.4118
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0100,85.4202,5.3611,85.2941,82.3529,88.2353,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0150,84.8319,6.0175,83.8235,79.5589,90.4412,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0200,84.2689,7.2279,83.8235,82.3529,89.7059,94.1176,68.5714
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0250,81.3361,7.1457,80.8824,75.5672,85.2941,94.1176,71.4286
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0300,82.5294,7.4980,83.8235,82.3529,87.5000,91.1765,65.7143
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0350,81.6555,8.4471,83.8235,77.2059,87.5000,91.1765,65.7143
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0400,83.6891,7.2064,83.8235,82.3529,87.5000,94.1176,68.5714
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0450,82.7899,5.0412,83.8235,79.4118,87.5000,88.2353,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0500,83.0840,6.2809,83.8235,78.4454,88.2353,91.1765,73.5294
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0550,84.2521,5.5551,86.7647,78.4454,88.2353,91.1765,76.4706
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0600,82.5210,7.8161,85.2941,75.7353,87.5000,94.1176,71.4286
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0700,84.2689,7.7415,85.2941,81.3235,88.2353,97.0588,68.5714
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0800,82.8067,6.9915,83.8235,78.4454,88.2353,91.1765,68.5714
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F0900,81.8992,3.6732,82.3529,79.4118,84.5588,88.2353,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,F1000,82.7815,5.0896,82.6471,79.4118,85.2941,91.1765,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0002,75.1933,6.5548,73.5294,71.3235,78.6765,85.2941,65.7143
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0010,77.5210,5.6735,79.4118,73.7185,79.4118,85.2941,68.5714
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0020,81.0252,6.7886,81.1345,76.4706,85.2941,91.1765,68.5714
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0030,83.1008,8.5157,80.8824,77.7101,90.4412,94.1176,68.5714
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0040,85.7395,7.7616,88.2353,80.1471,91.1765,94.1176,71.4286
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0050,87.1681,4.6882,89.7059,82.4789,91.1765,91.1765,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0075,86.0168,6.0946,88.2353,82.3529,90.4412,94.1176,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0100,85.7227,6.6520,85.2941,82.3529,88.2353,97.0588,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0150,85.9916,4.3996,86.9748,83.0882,88.2353,91.1765,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0200,85.6891,3.4075,85.5042,83.0882,88.2353,91.1765,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0250,83.9328,3.8671,83.8235,82.3529,87.6050,88.2353,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0300,85.4118,4.8379,85.2941,83.4664,88.2353,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0350,85.7143,6.1003,86.7647,81.3235,90.4412,94.1176,76.4706
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0400,86.5966,6.0224,86.7647,83.4664,90.4412,94.1176,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0450,85.7227,6.6520,86.7647,80.5882,90.4412,94.1176,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0500,85.7227,7.4688,85.2941,79.5589,93.3823,94.1176,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0550,85.7143,7.2520,84.1176,79.4118,93.3823,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0600,86.8908,7.8415,89.7059,79.5589,93.3823,97.0588,76.4706
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0700,88.3613,8.2242,89.7059,83.1933,95.5882,97.0588,71.4286
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0800,88.6386,8.1035,89.8740,83.0882,96.3235,97.0588,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F0900,89.2269,7.8045,89.8740,86.0294,96.3235,97.0588,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,F1000,88.0504,7.4965,88.4033,83.8235,93.3823,97.0588,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0002,76.4286,11.2367,79.4118,74.2647,82.3529,91.1765,57.1429
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0010,78.1008,4.8446,77.9412,74.8319,79.4118,88.2353,71.4286
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0020,83.9916,7.3029,85.2941,83.0882,88.2353,94.1176,71.4286
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0030,85.1176,5.9901,85.2941,82.4789,88.2353,97.0588,76.4706
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0040,86.2941,5.8720,85.5042,85.2941,88.2353,97.0588,74.2857
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0050,88.6387,4.7014,88.2353,88.2353,91.1765,97.0588,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0075,88.6303,3.8466,88.2353,88.2353,91.1765,94.1176,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0100,88.3446,5.7119,91.1765,87.0798,91.1765,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0150,88.3445,4.7974,89.7059,86.3445,91.1765,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0200,88.9160,4.4435,88.2353,85.3991,91.1765,97.0588,82.8571
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0250,88.3445,5.8962,88.2353,83.4664,93.3823,97.0588,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0300,90.3949,5.5618,89.7059,88.2353,94.1176,100.0000,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0350,87.7395,4.2502,88.2353,83.5714,91.1765,94.1176,82.3529
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0400,89.2269,5.1921,89.7059,86.0294,94.1176,94.1176,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0450,89.8067,5.0785,89.7059,86.0294,94.1176,97.0588,82.8571
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0500,88.9244,4.8055,89.7059,85.3991,93.3823,94.1176,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0550,90.1008,5.6032,91.1765,86.0294,91.1765,100.0000,82.8571
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0600,87.4538,4.9001,86.7647,82.8571,91.1765,94.1176,82.3529
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0700,88.0504,5.1079,89.7059,83.4664,91.1765,94.1176,80.0000
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0800,91.2605,4.8911,91.1765,86.3445,96.3235,97.0588,85.2941
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F0900,89.2185,5.2403,89.7059,84.2017,93.3823,97.0588,82.3529
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,F1000,88.3361,5.6042,89.7059,83.4664,91.1765,97.0588,79.4118
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0002,76.6891,9.7390,79.4118,69.1177,83.8235,88.2353,60.0000
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0010,78.4118,6.8484,76.4706,74.2647,82.3529,91.1765,68.5714
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0020,79.8656,8.6678,77.9412,74.8319,86.0294,94.1176,67.6471
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0030,80.6975,6.6367,80.8824,73.7185,87.5000,88.5714,73.5294
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0040,79.2689,4.6955,79.4118,76.6387,82.3529,85.2941,71.4286
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0050,85.0924,6.7912,86.7647,80.1471,90.4412,94.1176,73.5294
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0075,84.5210,5.9824,82.6050,80.5882,87.5000,94.1176,76.4706
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0100,85.6891,4.6068,85.2941,83.0882,87.6050,94.1176,79.4118
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0150,84.2185,4.1112,85.2941,82.3529,85.2941,91.1765,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0200,83.0588,6.0904,84.0756,77.7101,88.2353,91.1765,73.5294
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0250,84.8067,2.9572,85.2941,82.8571,87.5000,88.2353,79.4118
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0300,84.2269,4.5575,82.3529,82.3529,86.8907,94.1176,79.4118
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0350,84.2353,4.5003,82.6050,82.3529,85.2941,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0400,85.4118,5.2202,85.5462,82.3529,90.4412,91.1765,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0450,85.4117,4.6350,85.2941,82.4789,88.2353,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0500,86.8740,5.7848,88.2353,83.1933,90.4412,94.1176,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0550,85.1008,3.6966,85.2941,83.0882,87.6050,91.1765,79.4118
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0600,84.8067,4.2336,86.7647,82.3529,88.2353,88.5714,77.1429
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0700,86.8571,3.9072,86.9748,83.4664,88.2353,94.1176,82.3529
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,F0800,87.4454,4.5308,86.9748,85.2941,91.1765,94.1176,79.4118
